Date,Open,High,Low,Close,Adj Close,Volume
2000-09-08,10.220000,10.220000,10.220000,10.220000,5.831405,0
2000-09-11,10.220000,10.220000,10.220000,10.220000,5.831405,0
2000-09-12,10.220000,10.220000,10.220000,10.220000,5.831405,0
2000-09-13,10.230000,10.230000,10.230000,10.230000,5.837110,0
2000-09-14,10.220000,10.220000,10.220000,10.220000,5.831405,0
2000-09-15,10.200000,10.200000,10.200000,10.200000,5.819995,0
2000-09-18,10.200000,10.200000,10.200000,10.200000,5.819995,0
2000-09-19,10.200000,10.200000,10.200000,10.200000,5.819995,0
2000-09-20,10.210000,10.210000,10.210000,10.210000,5.825697,0
2000-09-21,10.210000,10.210000,10.210000,10.210000,5.825697,0
2000-09-22,10.120000,10.120000,10.120000,10.120000,5.774343,0
2000-09-25,10.130000,10.130000,10.130000,10.130000,5.780051,0
2000-09-26,10.130000,10.130000,10.130000,10.130000,5.780051,0
2000-09-27,10.140000,10.140000,10.140000,10.140000,5.785758,0
2000-09-28,10.140000,10.140000,10.140000,10.140000,5.785758,0
2000-09-29,10.140000,10.140000,10.140000,10.140000,5.785758,0
2000-10-02,10.140000,10.140000,10.140000,10.140000,5.785758,0
2000-10-03,10.140000,10.140000,10.140000,10.140000,5.785758,0
2000-10-04,10.140000,10.140000,10.140000,10.140000,5.785758,0
2000-10-05,10.140000,10.140000,10.140000,10.140000,5.785758,0
2000-10-06,10.150000,10.150000,10.150000,10.150000,5.791461,0
2000-10-09,10.150000,10.150000,10.150000,10.150000,5.791461,0
2000-10-10,10.150000,10.150000,10.150000,10.150000,5.791461,0
2000-10-11,10.150000,10.150000,10.150000,10.150000,5.791461,0
2000-10-12,10.180000,10.180000,10.180000,10.180000,5.808579,0
2000-10-13,10.200000,10.200000,10.200000,10.200000,5.819995,0
2000-10-16,10.190000,10.190000,10.190000,10.190000,5.814286,0
2000-10-17,10.220000,10.220000,10.220000,10.220000,5.831405,0
2000-10-18,10.230000,10.230000,10.230000,10.230000,5.837110,0
2000-10-19,10.240000,10.240000,10.240000,10.240000,5.842815,0
2000-10-20,10.240000,10.240000,10.240000,10.240000,5.842815,0
2000-10-23,10.270000,10.270000,10.270000,10.270000,5.859933,0
2000-10-24,10.270000,10.270000,10.270000,10.270000,5.859933,0
2000-10-25,10.260000,10.260000,10.260000,10.260000,5.854230,0
2000-10-26,10.270000,10.270000,10.270000,10.270000,5.859933,0
2000-10-27,10.280000,10.280000,10.280000,10.280000,5.865639,0
2000-10-30,10.280000,10.280000,10.280000,10.280000,5.865639,0
2000-10-31,10.270000,10.270000,10.270000,10.270000,5.859933,0
2000-11-01,10.280000,10.280000,10.280000,10.280000,5.865639,0
2000-11-02,10.280000,10.280000,10.280000,10.280000,5.865639,0
2000-11-03,10.270000,10.270000,10.270000,10.270000,5.859933,0
2000-11-06,10.270000,10.270000,10.270000,10.270000,5.859933,0
2000-11-07,10.260000,10.260000,10.260000,10.260000,5.854230,0
2000-11-08,10.260000,10.260000,10.260000,10.260000,5.854230,0
2000-11-09,10.270000,10.270000,10.270000,10.270000,5.859933,0
2000-11-10,10.280000,10.280000,10.280000,10.280000,5.865639,0
2000-11-13,10.290000,10.290000,10.290000,10.290000,5.871345,0
2000-11-14,10.300000,10.300000,10.300000,10.300000,5.877050,0
2000-11-15,10.320000,10.320000,10.320000,10.320000,5.888462,0
2000-11-16,10.320000,10.320000,10.320000,10.320000,5.888462,0
2000-11-17,10.330000,10.330000,10.330000,10.330000,5.894168,0
2000-11-20,10.330000,10.330000,10.330000,10.330000,5.894168,0
2000-11-21,10.330000,10.330000,10.330000,10.330000,5.894168,0
2000-11-22,10.350000,10.350000,10.350000,10.350000,5.905581,0
2000-11-24,10.360000,10.360000,10.360000,10.360000,5.911285,0
2000-11-27,10.370000,10.370000,10.370000,10.370000,5.916992,0
2000-11-28,10.380000,10.380000,10.380000,10.380000,5.922698,0
2000-11-29,10.390000,10.390000,10.390000,10.390000,5.928404,0
2000-11-30,10.420000,10.420000,10.420000,10.420000,5.945520,0
2000-12-01,10.410000,10.410000,10.410000,10.410000,5.939815,0
2000-12-04,10.420000,10.420000,10.420000,10.420000,5.945520,0
2000-12-05,10.420000,10.420000,10.420000,10.420000,5.945520,0
2000-12-06,10.430000,10.430000,10.430000,10.430000,5.951227,0
2000-12-07,10.450000,10.450000,10.450000,10.450000,5.962640,0
2000-12-08,10.450000,10.450000,10.450000,10.450000,5.962640,0
2000-12-11,10.450000,10.450000,10.450000,10.450000,5.962640,0
2000-12-12,10.450000,10.450000,10.450000,10.450000,5.962640,0
2000-12-13,10.450000,10.450000,10.450000,10.450000,5.962640,0
2000-12-14,10.490000,10.490000,10.490000,10.490000,5.985461,0
2000-12-15,10.490000,10.490000,10.490000,10.490000,5.985461,0
2000-12-18,10.500000,10.500000,10.500000,10.500000,5.991168,0
2000-12-19,10.500000,10.500000,10.500000,10.500000,5.991168,0
2000-12-20,10.530000,10.530000,10.530000,10.530000,6.008286,0
2000-12-21,10.530000,10.530000,10.530000,10.530000,6.008286,0
2000-12-22,10.350000,10.350000,10.350000,10.350000,5.905581,0
2000-12-26,10.370000,10.370000,10.370000,10.370000,5.916992,0
2000-12-27,10.350000,10.350000,10.350000,10.350000,5.905581,0
2000-12-28,10.340000,10.340000,10.340000,10.340000,5.899874,0
2000-12-29,10.340000,10.340000,10.340000,10.340000,5.899874,0
2001-01-02,10.440000,10.440000,10.440000,10.440000,5.956933,0
2001-01-03,10.420000,10.420000,10.420000,10.420000,5.945520,0
2001-01-04,10.450000,10.450000,10.450000,10.450000,5.962640,0
2001-01-05,10.530000,10.530000,10.530000,10.530000,6.008286,0
2001-01-08,10.520000,10.520000,10.520000,10.520000,6.002581,0
2001-01-09,10.520000,10.520000,10.520000,10.520000,6.002581,0
2001-01-10,10.480000,10.480000,10.480000,10.480000,5.979755,0
2001-01-11,10.480000,10.480000,10.480000,10.480000,5.979755,0
2001-01-12,10.470000,10.470000,10.470000,10.470000,5.974050,0
2001-01-16,10.490000,10.490000,10.490000,10.490000,5.985461,0
2001-01-17,10.490000,10.490000,10.490000,10.490000,5.985461,0
2001-01-18,10.510000,10.510000,10.510000,10.510000,5.996877,0
2001-01-19,10.520000,10.520000,10.520000,10.520000,6.002581,0
2001-01-22,10.530000,10.530000,10.530000,10.530000,6.008286,0
2001-01-23,10.520000,10.520000,10.520000,10.520000,6.002581,0
2001-01-24,10.510000,10.510000,10.510000,10.510000,5.996877,0
2001-01-25,10.510000,10.510000,10.510000,10.510000,5.996877,0
2001-01-26,10.500000,10.500000,10.500000,10.500000,5.991168,0
2001-01-29,10.490000,10.490000,10.490000,10.490000,5.985461,0
2001-01-30,10.490000,10.490000,10.490000,10.490000,5.985461,0
2001-01-31,10.550000,10.550000,10.550000,10.550000,6.019697,0
2001-02-01,10.600000,10.600000,10.600000,10.600000,6.048229,0
2001-02-02,10.580000,10.580000,10.580000,10.580000,6.036814,0
2001-02-05,10.620000,10.620000,10.620000,10.620000,6.059639,0
2001-02-06,10.600000,10.600000,10.600000,10.600000,6.048229,0
2001-02-07,10.620000,10.620000,10.620000,10.620000,6.059639,0
2001-02-08,10.620000,10.620000,10.620000,10.620000,6.059639,0
2001-02-09,10.640000,10.640000,10.640000,10.640000,6.071051,0
2001-02-12,10.650000,10.650000,10.650000,10.650000,6.076755,0
2001-02-13,10.650000,10.650000,10.650000,10.650000,6.076755,0
2001-02-14,10.640000,10.640000,10.640000,10.640000,6.071051,0
2001-02-15,10.610000,10.610000,10.610000,10.610000,6.053932,0
2001-02-16,10.640000,10.640000,10.640000,10.640000,6.071051,0
2001-02-20,10.640000,10.640000,10.640000,10.640000,6.071051,0
2001-02-21,10.650000,10.650000,10.650000,10.650000,6.076755,0
2001-02-22,10.650000,10.650000,10.650000,10.650000,6.076755,0
2001-02-23,10.670000,10.670000,10.670000,10.670000,6.088169,0
2001-02-26,10.690000,10.690000,10.690000,10.690000,6.099580,0
2001-02-27,10.720000,10.720000,10.720000,10.720000,6.116698,0
2001-02-28,10.730000,10.730000,10.730000,10.730000,6.122402,0
2001-03-01,10.750000,10.750000,10.750000,10.750000,6.133814,0
2001-03-02,10.750000,10.750000,10.750000,10.750000,6.133814,0
2001-03-05,10.750000,10.750000,10.750000,10.750000,6.133814,0
2001-03-06,10.750000,10.750000,10.750000,10.750000,6.133814,0
2001-03-07,10.780000,10.780000,10.780000,10.780000,6.150932,0
2001-03-08,10.790000,10.790000,10.790000,10.790000,6.156638,0
2001-03-09,10.800000,10.800000,10.800000,10.800000,6.162344,0
2001-03-12,10.800000,10.800000,10.800000,10.800000,6.162344,0
2001-03-13,10.770000,10.770000,10.770000,10.770000,6.145227,0
2001-03-14,10.790000,10.790000,10.790000,10.790000,6.156638,0
2001-03-15,10.810000,10.810000,10.810000,10.810000,6.168053,0
2001-03-16,10.830000,10.830000,10.830000,10.830000,6.179462,0
2001-03-19,10.820000,10.820000,10.820000,10.820000,6.173755,0
2001-03-20,10.810000,10.810000,10.810000,10.810000,6.168053,0
2001-03-21,10.840000,10.840000,10.840000,10.840000,6.185168,0
2001-03-22,10.870000,10.870000,10.870000,10.870000,6.202287,0
2001-03-23,10.750000,10.750000,10.750000,10.750000,6.133814,0
2001-03-26,10.730000,10.730000,10.730000,10.730000,6.122402,0
2001-03-27,10.660000,10.660000,10.660000,10.660000,6.082461,0
2001-03-28,10.670000,10.670000,10.670000,10.670000,6.088169,0
2001-03-29,10.670000,10.670000,10.670000,10.670000,6.088169,0
2001-03-30,10.720000,10.720000,10.720000,10.720000,6.116698,0
2001-04-02,10.720000,10.720000,10.720000,10.720000,6.116698,0
2001-04-03,10.720000,10.720000,10.720000,10.720000,6.116698,0
2001-04-04,10.710000,10.710000,10.710000,10.710000,6.110991,0
2001-04-05,10.700000,10.700000,10.700000,10.700000,6.105285,0
2001-04-06,10.720000,10.720000,10.720000,10.720000,6.116698,0
2001-04-09,10.710000,10.710000,10.710000,10.710000,6.110991,0
2001-04-10,10.670000,10.670000,10.670000,10.670000,6.088169,0
2001-04-11,10.660000,10.660000,10.660000,10.660000,6.082461,0
2001-04-12,10.670000,10.670000,10.670000,10.670000,6.088169,0
2001-04-16,10.660000,10.660000,10.660000,10.660000,6.082461,0
2001-04-17,10.670000,10.670000,10.670000,10.670000,6.088169,0
2001-04-18,10.720000,10.720000,10.720000,10.720000,6.116698,0
2001-04-19,10.690000,10.690000,10.690000,10.690000,6.099580,0
2001-04-20,10.690000,10.690000,10.690000,10.690000,6.099580,0
2001-04-23,10.730000,10.730000,10.730000,10.730000,6.122402,0
2001-04-24,10.760000,10.760000,10.760000,10.760000,6.139521,0
2001-04-25,10.770000,10.770000,10.770000,10.770000,6.145227,0
2001-04-26,10.800000,10.800000,10.800000,10.800000,6.162344,0
2001-04-27,10.780000,10.780000,10.780000,10.780000,6.150932,0
2001-04-30,10.780000,10.780000,10.780000,10.780000,6.150932,0
2001-05-01,10.790000,10.790000,10.790000,10.790000,6.156638,0
2001-05-02,10.800000,10.800000,10.800000,10.800000,6.162344,0
2001-05-03,10.820000,10.820000,10.820000,10.820000,6.173755,0
2001-05-04,10.850000,10.850000,10.850000,10.850000,6.190872,0
2001-05-07,10.860000,10.860000,10.860000,10.860000,6.196580,0
2001-05-08,10.860000,10.860000,10.860000,10.860000,6.196580,0
2001-05-09,10.900000,10.900000,10.900000,10.900000,6.219404,0
2001-05-10,10.890000,10.890000,10.890000,10.890000,6.213697,0
2001-05-11,10.860000,10.860000,10.860000,10.860000,6.196580,0
2001-05-14,10.870000,10.870000,10.870000,10.870000,6.202287,0
2001-05-15,10.860000,10.860000,10.860000,10.860000,6.196580,0
2001-05-16,10.890000,10.890000,10.890000,10.890000,6.213697,0
2001-05-17,10.890000,10.890000,10.890000,10.890000,6.213697,0
2001-05-18,10.900000,10.900000,10.900000,10.900000,6.219404,0
2001-05-21,10.890000,10.890000,10.890000,10.890000,6.213697,0
2001-05-22,10.880000,10.880000,10.880000,10.880000,6.207993,0
2001-05-23,10.830000,10.830000,10.830000,10.830000,6.179462,0
2001-05-24,10.850000,10.850000,10.850000,10.850000,6.190872,0
2001-05-25,10.860000,10.860000,10.860000,10.860000,6.196580,0
2001-05-29,10.880000,10.880000,10.880000,10.880000,6.207993,0
2001-05-30,10.880000,10.880000,10.880000,10.880000,6.207993,0
2001-05-31,10.900000,10.900000,10.900000,10.900000,6.219404,0
2001-06-01,10.910000,10.910000,10.910000,10.910000,6.225108,0
2001-06-04,10.920000,10.920000,10.920000,10.920000,6.230814,0
2001-06-05,10.920000,10.920000,10.920000,10.920000,6.230814,0
2001-06-06,10.890000,10.890000,10.890000,10.890000,6.213697,0
2001-06-07,10.890000,10.890000,10.890000,10.890000,6.213697,0
2001-06-08,10.880000,10.880000,10.880000,10.880000,6.207993,0
2001-06-11,10.900000,10.900000,10.900000,10.900000,6.219404,0
2001-06-12,10.930000,10.930000,10.930000,10.930000,6.236523,0
2001-06-13,10.930000,10.930000,10.930000,10.930000,6.236523,0
2001-06-14,10.940000,10.940000,10.940000,10.940000,6.242224,0
2001-06-15,10.950000,10.950000,10.950000,10.950000,6.247933,0
2001-06-18,10.940000,10.940000,10.940000,10.940000,6.242224,0
2001-06-19,10.950000,10.950000,10.950000,10.950000,6.247933,0
2001-06-20,10.950000,10.950000,10.950000,10.950000,6.247933,0
2001-06-21,10.950000,10.950000,10.950000,10.950000,6.247933,0
2001-06-22,10.790000,10.790000,10.790000,10.790000,6.247934,0
2001-06-25,10.800000,10.800000,10.800000,10.800000,6.253724,0
2001-06-26,10.790000,10.790000,10.790000,10.790000,6.247934,0
2001-06-27,10.800000,10.800000,10.800000,10.800000,6.253724,0
2001-06-28,10.760000,10.760000,10.760000,10.760000,6.230561,0
2001-06-29,10.730000,10.730000,10.730000,10.730000,6.213192,0
2001-07-02,10.730000,10.730000,10.730000,10.730000,6.213192,0
2001-07-03,10.730000,10.730000,10.730000,10.730000,6.213192,0
2001-07-05,10.750000,10.750000,10.750000,10.750000,6.224770,0
2001-07-06,10.760000,10.760000,10.760000,10.760000,6.230561,0
2001-07-09,10.760000,10.760000,10.760000,10.760000,6.230561,0
2001-07-10,10.750000,10.750000,10.750000,10.750000,6.224770,0
2001-07-11,10.700000,10.700000,10.700000,10.700000,6.195817,0
2001-07-12,10.740000,10.740000,10.740000,10.740000,6.218978,0
2001-07-13,10.760000,10.760000,10.760000,10.760000,6.230561,0
2001-07-16,10.770000,10.770000,10.770000,10.770000,6.236353,0
2001-07-17,10.770000,10.770000,10.770000,10.770000,6.236353,0
2001-07-18,10.830000,10.830000,10.830000,10.830000,6.271094,0
2001-07-19,10.820000,10.820000,10.820000,10.820000,6.265305,0
2001-07-20,10.830000,10.830000,10.830000,10.830000,6.271094,0
2001-07-23,10.820000,10.820000,10.820000,10.820000,6.265305,0
2001-07-24,10.820000,10.820000,10.820000,10.820000,6.265305,0
2001-07-25,10.800000,10.800000,10.800000,10.800000,6.253724,0
2001-07-26,10.800000,10.800000,10.800000,10.800000,6.253724,0
2001-07-27,10.830000,10.830000,10.830000,10.830000,6.271094,0
2001-07-30,10.840000,10.840000,10.840000,10.840000,6.276885,0
2001-07-31,10.900000,10.900000,10.900000,10.900000,6.311628,0
2001-08-01,10.900000,10.900000,10.900000,10.900000,6.311628,0
2001-08-02,10.880000,10.880000,10.880000,10.880000,6.300045,0
2001-08-03,10.880000,10.880000,10.880000,10.880000,6.300045,0
2001-08-06,10.870000,10.870000,10.870000,10.870000,6.294257,0
2001-08-07,10.870000,10.870000,10.870000,10.870000,6.294257,0
2001-08-08,10.890000,10.890000,10.890000,10.890000,6.305839,0
2001-08-09,10.910000,10.910000,10.910000,10.910000,6.317420,0
2001-08-10,10.920000,10.920000,10.920000,10.920000,6.323210,0
2001-08-13,10.930000,10.930000,10.930000,10.930000,6.328998,0
2001-08-14,10.960000,10.960000,10.960000,10.960000,6.346372,0
2001-08-15,10.930000,10.930000,10.930000,10.930000,6.328998,0
2001-08-16,10.930000,10.930000,10.930000,10.930000,6.328998,0
2001-08-17,10.930000,10.930000,10.930000,10.930000,6.328998,0
2001-08-20,10.900000,10.900000,10.900000,10.900000,6.311628,0
2001-08-21,10.880000,10.880000,10.880000,10.880000,6.300045,0
2001-08-22,10.890000,10.890000,10.890000,10.890000,6.305839,0
2001-08-23,10.900000,10.900000,10.900000,10.900000,6.311628,0
2001-08-24,10.900000,10.900000,10.900000,10.900000,6.311628,0
2001-08-27,10.900000,10.900000,10.900000,10.900000,6.311628,0
2001-08-28,10.920000,10.920000,10.920000,10.920000,6.323210,0
2001-08-29,10.910000,10.910000,10.910000,10.910000,6.317420,0
2001-08-30,10.920000,10.920000,10.920000,10.920000,6.323210,0
2001-08-31,10.930000,10.930000,10.930000,10.930000,6.328998,0
2001-09-04,10.870000,10.870000,10.870000,10.870000,6.294257,0
2001-09-05,10.880000,10.880000,10.880000,10.880000,6.300045,0
2001-09-06,10.920000,10.920000,10.920000,10.920000,6.323210,0
2001-09-07,10.950000,10.950000,10.950000,10.950000,6.340580,0
2001-09-10,10.950000,10.950000,10.950000,10.950000,6.340580,0
2001-09-17,11.040000,11.040000,11.040000,11.040000,6.392694,0
2001-09-18,10.990000,10.990000,10.990000,10.990000,6.363741,0
2001-09-19,11.010000,11.010000,11.010000,11.010000,6.375322,0
2001-09-20,11.000000,11.000000,11.000000,11.000000,6.369534,0
2001-09-21,10.920000,10.920000,10.920000,10.920000,6.392951,0
2001-09-24,10.900000,10.900000,10.900000,10.900000,6.381241,0
2001-09-25,10.880000,10.880000,10.880000,10.880000,6.369532,0
2001-09-26,10.870000,10.870000,10.870000,10.870000,6.363678,0
2001-09-27,10.880000,10.880000,10.880000,10.880000,6.369532,0
2001-09-28,10.870000,10.870000,10.870000,10.870000,6.363678,0
2001-10-01,10.870000,10.870000,10.870000,10.870000,6.363678,0
2001-10-02,10.890000,10.890000,10.890000,10.890000,6.375390,0
2001-10-03,10.910000,10.910000,10.910000,10.910000,6.387098,0
2001-10-04,10.920000,10.920000,10.920000,10.920000,6.392951,0
2001-10-05,10.900000,10.900000,10.900000,10.900000,6.381241,0
2001-10-08,10.900000,10.900000,10.900000,10.900000,6.381241,0
2001-10-09,10.880000,10.880000,10.880000,10.880000,6.369532,0
2001-10-10,10.850000,10.850000,10.850000,10.850000,6.351968,0
2001-10-11,10.830000,10.830000,10.830000,10.830000,6.340259,0
2001-10-12,10.850000,10.850000,10.850000,10.850000,6.351968,0
2001-10-15,10.860000,10.860000,10.860000,10.860000,6.357824,0
2001-10-16,10.880000,10.880000,10.880000,10.880000,6.369532,0
2001-10-17,10.890000,10.890000,10.890000,10.890000,6.375390,0
2001-10-18,10.890000,10.890000,10.890000,10.890000,6.375390,0
2001-10-19,10.900000,10.900000,10.900000,10.900000,6.381241,0
2001-10-22,10.920000,10.920000,10.920000,10.920000,6.392951,0
2001-10-23,10.920000,10.920000,10.920000,10.920000,6.392951,0
2001-10-24,10.920000,10.920000,10.920000,10.920000,6.392951,0
2001-10-25,10.940000,10.940000,10.940000,10.940000,6.404659,0
2001-10-26,10.950000,10.950000,10.950000,10.950000,6.410513,0
2001-10-29,10.980000,10.980000,10.980000,10.980000,6.428077,0
2001-10-30,10.980000,10.980000,10.980000,10.980000,6.428077,0
2001-10-31,11.120000,11.120000,11.120000,11.120000,6.510037,0
2001-11-01,11.220000,11.220000,11.220000,11.220000,6.568578,0
2001-11-02,11.160000,11.160000,11.160000,11.160000,6.533453,0
2001-11-05,11.150000,11.150000,11.150000,11.150000,6.527599,0
2001-11-06,11.190000,11.190000,11.190000,11.190000,6.551017,0
2001-11-07,11.220000,11.220000,11.220000,11.220000,6.568578,0
2001-11-08,11.200000,11.200000,11.200000,11.200000,6.556870,0
2001-11-09,11.190000,11.190000,11.190000,11.190000,6.551017,0
2001-11-12,11.190000,11.190000,11.190000,11.190000,6.551017,0
2001-11-13,11.150000,11.150000,11.150000,11.150000,6.527599,0
2001-11-14,11.100000,11.100000,11.100000,11.100000,6.498329,0
2001-11-15,11.020000,11.020000,11.020000,11.020000,6.451497,0
2001-11-16,10.920000,10.920000,10.920000,10.920000,6.392951,0
2001-11-19,10.960000,10.960000,10.960000,10.960000,6.416368,0
2001-11-20,10.920000,10.920000,10.920000,10.920000,6.392951,0
2001-11-21,10.870000,10.870000,10.870000,10.870000,6.363678,0
2001-11-23,10.850000,10.850000,10.850000,10.850000,6.351968,0
2001-11-26,10.840000,10.840000,10.840000,10.840000,6.346115,0
2001-11-27,10.830000,10.830000,10.830000,10.830000,6.340259,0
2001-11-28,10.820000,10.820000,10.820000,10.820000,6.334407,0
2001-11-29,10.850000,10.850000,10.850000,10.850000,6.351968,0
2001-11-30,10.860000,10.860000,10.860000,10.860000,6.357824,0
2001-12-03,10.860000,10.860000,10.860000,10.860000,6.357824,0
2001-12-04,10.900000,10.900000,10.900000,10.900000,6.381241,0
2001-12-05,10.810000,10.810000,10.810000,10.810000,6.328554,0
2001-12-06,10.740000,10.740000,10.740000,10.740000,6.287570,0
2001-12-07,10.680000,10.680000,10.680000,10.680000,6.252445,0
2001-12-10,10.690000,10.690000,10.690000,10.690000,6.258298,0
2001-12-11,10.680000,10.680000,10.680000,10.680000,6.252445,0
2001-12-12,10.710000,10.710000,10.710000,10.710000,6.270010,0
2001-12-13,10.690000,10.690000,10.690000,10.690000,6.258298,0
2001-12-14,10.560000,10.560000,10.560000,10.560000,6.182194,0
2001-12-17,10.510000,10.510000,10.510000,10.510000,6.152922,0
2001-12-18,10.510000,10.510000,10.510000,10.510000,6.152922,0
2001-12-19,10.600000,10.600000,10.600000,10.600000,6.205612,0
2001-12-20,10.660000,10.660000,10.660000,10.660000,6.240736,0
2001-12-21,10.700000,10.700000,10.700000,10.700000,6.264153,0
2001-12-24,10.680000,10.680000,10.680000,10.680000,6.252445,0
2001-12-26,10.660000,10.660000,10.660000,10.660000,6.240736,0
2001-12-27,10.650000,10.650000,10.650000,10.650000,6.234881,0
2001-12-28,10.620000,10.620000,10.620000,10.620000,6.217319,0
2001-12-31,10.620000,10.620000,10.620000,10.620000,6.217319,0
2002-01-02,10.610000,10.610000,10.610000,10.610000,6.211464,0
2002-01-03,10.650000,10.650000,10.650000,10.650000,6.234881,0
2002-01-04,10.630000,10.630000,10.630000,10.630000,6.223175,0
2002-01-07,10.660000,10.660000,10.660000,10.660000,6.240736,0
2002-01-08,10.660000,10.660000,10.660000,10.660000,6.240736,0
2002-01-09,10.670000,10.670000,10.670000,10.670000,6.246593,0
2002-01-10,10.690000,10.690000,10.690000,10.690000,6.258298,0
2002-01-11,10.730000,10.730000,10.730000,10.730000,6.281720,0
2002-01-14,10.730000,10.730000,10.730000,10.730000,6.281720,0
2002-01-15,10.740000,10.740000,10.740000,10.740000,6.287570,0
2002-01-16,10.710000,10.710000,10.710000,10.710000,6.270010,0
2002-01-17,10.690000,10.690000,10.690000,10.690000,6.258298,0
2002-01-18,10.700000,10.700000,10.700000,10.700000,6.264153,0
2002-01-22,10.710000,10.710000,10.710000,10.710000,6.270010,0
2002-01-23,10.690000,10.690000,10.690000,10.690000,6.258298,0
2002-01-24,10.680000,10.680000,10.680000,10.680000,6.252445,0
2002-01-25,10.650000,10.650000,10.650000,10.650000,6.234881,0
2002-01-28,10.640000,10.640000,10.640000,10.640000,6.229028,0
2002-01-29,10.660000,10.660000,10.660000,10.660000,6.240736,0
2002-01-30,10.680000,10.680000,10.680000,10.680000,6.252445,0
2002-01-31,10.680000,10.680000,10.680000,10.680000,6.252445,0
2002-02-01,10.700000,10.700000,10.700000,10.700000,6.264153,0
2002-02-04,10.730000,10.730000,10.730000,10.730000,6.281720,0
2002-02-05,10.730000,10.730000,10.730000,10.730000,6.281720,0
2002-02-06,10.720000,10.720000,10.720000,10.720000,6.275864,0
2002-02-07,10.710000,10.710000,10.710000,10.710000,6.270010,0
2002-02-08,10.720000,10.720000,10.720000,10.720000,6.275864,0
2002-02-11,10.710000,10.710000,10.710000,10.710000,6.270010,0
2002-02-12,10.690000,10.690000,10.690000,10.690000,6.258298,0
2002-02-13,10.700000,10.700000,10.700000,10.700000,6.264153,0
2002-02-14,10.740000,10.740000,10.740000,10.740000,6.287570,0
2002-02-15,10.780000,10.780000,10.780000,10.780000,6.310990,0
2002-02-19,10.800000,10.800000,10.800000,10.800000,6.322700,0
2002-02-20,10.820000,10.820000,10.820000,10.820000,6.334407,0
